"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs185296986-<b>G</b>,"2 x 10-6","(GEE model)",NR,'-,"0.95756 unit decrease",[0.57-1.35],"CYCSP17, MTCYBP36","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,6:95466536
rs182244165-<b>C</b>,"9 x 10-6","(GEE model)",NR,'-,"0.89476 unit decrease",[0.5-1.29],"RNU1-18P, HSF2","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,6:122379209
rs79102053-<b>A</b>,"3 x 10-7","(GEE model)",NR,'-,"1.004 unit decrease",[0.62-1.39],PLEKHG1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,6:150814249
rs7787594-<b>T</b>,"4 x 10-6","(GEE model)",NR,'-,"0.40398 unit decrease",[0.23-0.58],AC060834.2,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:9676532
rs73084930-<b>G</b>,"1 x 10-6","(GEE model)",NR,'-,"0.69382 unit decrease",[0.41-0.97],"AC003044.1, RNU6-1103P","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:24490721
rs39447-<b>C</b>,"2 x 10-6","(GEE model)",NR,'-,"0.52406 unit increase",[0.31-0.74],"CYCS, OSBPL3","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:25089373
rs13228275-<b>T</b>,"4 x 10-7","(GEE model)",NR,'-,"0.93231 unit decrease",[0.57-1.29],AMPH,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:38422579
chr7:48804308-<b>C</b>,"9 x 10-10","(GEE model)",NR,'-,"1.5803 unit decrease",[1.07-2.09],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
rs10234213-<b>G</b>,"1 x 10-7","(GEE model)",NR,'-,"1.1717 unit decrease",[0.74-1.6],AC008163.1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:81631105
rs28381924-<b>A</b>,"5 x 10-8","(GEE model)",NR,'-,"1.0778 unit decrease",[0.69-1.46],ABCB1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:87543786
rs76542556-<b>T</b>,"2 x 10-6","(GEE model)",NR,'-,"0.84971 unit decrease",[0.5-1.2],"AC006378.1, GNG11","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:93933243
chr7:102553128-<b>C</b>,"8 x 10-6","(GEE model)",NR,'-,"0.95805 unit increase",[0.54-1.38],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
rs180725393-<b>C</b>,"4 x 10-7","(GEE model)",NR,'-,"1.0867 unit increase",[0.67-1.51],NAPEPLD,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:103145984
rs147874219-<b>C</b>,"8 x 10-6","(GEE model)",NR,'-,"0.96543 unit increase",[0.54-1.39],DPY19L2P2,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:103263955
chr7:103017132-<b>CAGA</b>,"6 x 10-7","(GEE model)",NR,'-,"1.0651 unit increase",[0.65-1.48],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
rs10953388-<b>T</b>,"8 x 10-6","(GEE model)",NR,'-,"0.43339 unit decrease",[0.24-0.62],RELN,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:103545824
rs62489373-<b>G</b>,"4 x 10-6","(GEE model)",NR,'-,"1.0309 unit decrease",[0.59-1.47],"AC078845.1, ZP3P2","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:136467453
rs28491578-<b>T</b>,"8 x 10-7","(GEE model)",NR,'-,"0.82735 unit increase",[0.5-1.16],DGKI,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:137828192
rs60465337-<b>C</b>,"9 x 10-7","(GEE model)",NR,'-,"1.028 unit increase",[0.62-1.44],CNTNAP2,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:148107001
rs189842957-<b>T</b>,"6 x 10-6","(GEE model)",NR,'-,"0.51509 unit decrease",[0.29-0.74],"XRCC2, AC003109.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,7:152641544
chr8:14944492-<b>CAA</b>,"4 x 10-6","(GEE model)",NR,'-,"0.87757 unit increase",[0.5-1.25],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
rs6985143-<b>C</b>,"3 x 10-8","(GEE model)",NR,'-,"1.1407 unit decrease",[0.74-1.55],MSR1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:16108576
rs77048708-<b>G</b>,"6 x 10-6","(GEE model)",NR,'-,"0.67354 unit decrease",[0.38-0.97],"RNU1-148P, STC1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:23939348
rs17357035-<b>A</b>,"8 x 10-6","(GEE model)",NR,'-,"1.0025 unit decrease",[0.56-1.44],UNC5D,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:35746651
rs72637528-<b>G</b>,"1 x 10-7","(GEE model)",NR,'-,"1.1324 unit decrease",[0.72-1.55],"AC124290.1, UNC5D","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:35848592
rs142214173-<b>G</b>,"1 x 10-8","(GEE model)",NR,'-,"1.2016 unit decrease",[0.79-1.62],"AC124290.2, AC124290.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:36006420
rs138297249-<b>G</b>,"5 x 10-7","(GEE model)",NR,'-,"1.128 unit decrease",[0.69-1.57],AC124290.1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:36187530
rs187649623-<b>T</b>,"4 x 10-7","(GEE model)",NR,'-,"1.3596 unit decrease",[0.83-1.89],AC090809.1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:36471595
rs151108108-<b>T</b>,"2 x 10-6","(GEE model)",NR,'-,"1.2808 unit decrease",[0.75-1.81],AC090809.1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:36613876
rs74972376-<b>G</b>,"5 x 10-6","(GEE model)",NR,'-,"1.1597 unit increase",[0.66-1.66],ANXA13,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:123708021
rs6992906-<b>G</b>,"3 x 10-6","(GEE model)",NR,'-,"0.86346 unit increase",[0.5-1.23],PVT1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:127857208
rs16904657-<b>A</b>,"6 x 10-6","(GEE model)",NR,'-,"0.64115 unit decrease",[0.36-0.92],KCNQ3,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,8:132318791
rs80178823-<b>C</b>,"3 x 10-6","(GEE model)",NR,'-,"1.1552 unit decrease",[0.67-1.64],AL606760.3,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:53223405
rs111535588-<b>G</b>,"5 x 10-8","(GEE model)",NR,'-,"0.83287 unit decrease",[0.53-1.13],SCN2A,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:165296141
rs76600213-<b>T</b>,"8 x 10-6","(GEE model)",NR,'-,"0.99358 unit increase",[0.56-1.43],LINC01748,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:60526484
rs141385851-<b>G</b>,"3 x 10-6","(GEE model)",NR,'-,"0.85234 unit decrease",[0.49-1.21],"UBE2U, RNU7-62P","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:64352304
rs7523405-<b>A</b>,"3 x 10-6","(GEE model)",NR,'-,"1.0999 unit decrease",[0.64-1.56],NEGR1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:71880109
rs74567324-<b>T</b>,"5 x 10-7","(GEE model)",NR,'-,"1.3319 unit decrease",[0.81-1.85],"NRBF2P3, AL354713.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:110784619
rs17033324-<b>C</b>,"2 x 10-12","(GEE model)",NR,'-,"1.2284 unit decrease",[0.89-1.57],"AL049825.1, LINC01765","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:115169958
rs2265081-<b>C</b>,"5 x 10-8","(GEE model)",NR,'-,"1.054 unit increase",[0.68-1.43],"BX470102.1, RN7SL44P","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:153527732
rs16844046-<b>A</b>,"2 x 10-7","(GEE model)",NR,'-,"1.2387 unit decrease",[0.77-1.71],"LINC01222, AC096631.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:199004936
rs192099504-<b>C</b>,"7 x 10-7","(GEE model)",NR,'-,"0.90541 unit decrease",[0.55-1.26],SNRK,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,3:43305720
rs12137733-<b>C</b>,"2 x 10-8","(GEE model)",NR,'-,"0.83305 unit decrease",[0.54-1.12],"AL360013.3, AL360013.2","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:221521649
rs1764346-<b>T</b>,"1 x 10-6","(GEE model)",NR,'-,"0.72017 unit decrease",[0.43-1.01],ENAH,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:225494483
rs116233900-<b>T</b>,"1 x 10-7","(GEE model)",NR,'-,"1.0543 unit decrease",[0.67-1.44],"MIPEPP2, AL359551.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:238566133
chr1:239050971-<b>A</b>,"2 x 10-6","(GEE model)",NR,'-,"1.0635 unit increase",[0.62-1.5],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
rs16837642-<b>T</b>,"1 x 10-7","(GEE model)",NR,'-,"0.88226 unit decrease",[0.56-1.21],"AL583825.1, AL590135.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:238994295
rs78401062-<b>C</b>,"5 x 10-6","(GEE model)",NR,'-,"0.71892 unit decrease",[0.41-1.03],"AC107057.1, AC073143.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:5450224
chr2:9046230-<b>AGG</b>,"3 x 10-6","(GEE model)",NR,'-,"1.0132 unit decrease",[0.59-1.44],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
chr2:9156797-<b>CA</b>,"7 x 10-6","(GEE model)",NR,'-,"0.95779 unit decrease",[0.54-1.38],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
chr2:35083087-<b>G</b>,"3 x 10-7","(GEE model)",NR,'-,"0.46041 unit decrease",[0.28-0.64],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
rs75207608-<b>G</b>,"5 x 10-6","(GEE model)",NR,'-,"0.99573 unit decrease",[0.57-1.42],"PPIAP63, CCDC85A","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:56441694
rs79221325-<b>G</b>,"7 x 10-8","(GEE model)",NR,'-,"1.4982 unit increase",[0.95-2.04],"AC131211.1, TOMM22P6","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,3:162297342
rs78144564-<b>A</b>,"3 x 10-7","(GEE model)",NR,'-,"0.92865 unit decrease",[0.57-1.29],"LINC02576, LINC02245","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:65037716
rs13121626-<b>A</b>,"2 x 10-6","(GEE model)",NR,'-,"0.51147 unit decrease",[0.3-0.72],"AC005599.1, CLNK","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,4:10489927
rs58170570-<b>G</b>,"9 x 10-6","(GEE model)",NR,'-,"1.0055 unit increase",[0.56-1.45],"AC114755.1, AC114755.4","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:106342796
rs6850546-<b>A</b>,"3 x 10-6","(GEE model)",NR,'-,"1.2771 unit increase",[0.74-1.82],ENOPH1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,4:82449681
rs17034334-<b>T</b>,"2 x 10-7","(GEE model)",NR,'-,"0.54164 unit increase",[0.34-0.75],"LINC02503, AC004052.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,4:104132856
rs76098257-<b>T</b>,"2 x 10-7","(GEE model)",NR,'-,"0.87288 unit decrease",[0.55-1.2],"LINC02233, AC093853.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,4:160150870
rs115101230-<b>C</b>,"4 x 10-7","(GEE model)",NR,'-,"1.066 unit decrease",[0.65-1.48],"RNA5SP173, AC017087.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,4:178408010
rs7560412-<b>C</b>,"2 x 10-6","(GEE model)",NR,'-,"0.68478 unit decrease",[0.4-0.97],"UBXN4, R3HDM1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:135727526
rs12070360-<b>C</b>,"5 x 10-6","(GEE model)",NR,'-,"0.75133 unit decrease",[0.43-1.07],"AC119674.2, AC119674.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:56296719
rs11689493-<b>T</b>,"2 x 10-6","(GEE model)",NR,'-,"0.4526 unit decrease",[0.27-0.64],"CDCA7, AC073465.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:173394711
rs147710719-<b>C</b>,"2 x 10-6","(GEE model)",NR,'-,"1.0539 unit decrease",[0.62-1.49],AC009478.1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:180605464
rs62192855-<b>G</b>,"5 x 10-6","(GEE model)",NR,'-,"0.70881 unit decrease",[0.41-1.01],"CRYGC, CRYGD","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:208128047
rs1525608-<b>A</b>,"6 x 10-6","(GEE model)",NR,'-,"0.40478 unit decrease",[0.23-0.58],"AC073321.1, IGFBP2","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:216629032
rs76119111-<b>G</b>,"6 x 10-7","(GEE model)",NR,'-,"1.4893 unit increase",[0.9-2.08],FARSB,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:222619881
rs9814965-<b>A</b>,"3 x 10-6","(GEE model)",NR,'-,"0.8509 unit decrease",[0.5-1.21],LMCD1-AS1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,3:7994605
rs79379488-<b>A</b>,"1 x 10-6","(GEE model)",NR,'-,"1.3364 unit increase",[0.8-1.88],"HHAT, AL035414.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,1:210306349
chr3:44643004-<b>GA</b>,"6 x 10-6","(GEE model)",NR,'-,"0.74072 unit decrease",[0.42-1.06],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
rs952365-<b>A</b>,"5 x 10-7","(GEE model)",NR,'-,"0.8233 unit decrease",[0.5-1.14],"ALCAM, AC091804.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,3:105262407
rs13101183-<b>T</b>,"6 x 10-7","(GEE model)",NR,'-,"0.99061 unit decrease",[0.6-1.38],"LSAMP, RNU6-1200P","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,3:117260229
rs9812918-<b>C</b>,"7 x 10-7","(GEE model)",NR,'-,"0.49768 unit decrease",[0.3-0.69],AC068633.1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,3:118331871
chr3:118177672-<b>A</b>,"8 x 10-6","(GEE model)",NR,'-,"0.45133 unit decrease",[0.25-0.65],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
rs9833127-<b>G</b>,"3 x 10-6","(GEE model)",NR,'-,"0.78263 unit decrease",[0.45-1.11],GPR156,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,3:120222474
rs34166650-<b>A</b>,"6 x 10-7","(GEE model)",NR,'-,"0.44474 unit decrease",[0.27-0.62],AC092957.1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,3:147275608
chr3:159754413-<b>CA</b>,"4 x 10-6","(GEE model)",NR,'-,"1.3097 unit increase",[0.75-1.87],'-,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,"Mapping not available"
rs17048196-<b>A</b>,"1 x 10-7","(GEE model)",NR,'-,"1.0356 unit decrease",[0.65-1.42],"CCDC85A, PPIAP63","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:56583247
rs4857800-<b>T</b>,"8 x 10-6","(GEE model)",NR,'-,"0.40043 unit decrease",[0.22-0.58],"MTND5P15, LINC01208","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,3:176900051
rs6546173-<b>C</b>,"2 x 10-6","(GEE model)",NR,'-,"0.75928 unit decrease",[0.45-1.07],AC007389.1,"Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:65672385
rs184621768-<b>A</b>,"2 x 10-8","(GEE model)",NR,'-,"1.2709 unit decrease",[0.82-1.72],"AC116049.1, AC097110.1","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,4:65977824
rs79784973-<b>G</b>,"1 x 10-6","(GEE model)",NR,'-,"0.97698 unit decrease",[0.58-1.37],"ANAPC1, AC017002.4, AC017002.3","Rate of cognitive decline in Alzheimer's disease","Alzheimer's disease, cognitive decline measurement",GCST010567,2:111620617
rs12151021-<b>?</b>,"2 x 10-13",,NR,'-,"0.0772974 unit increase",'-,ABCA7,"Alzheimer's disease or family history of Alzheimer's disease","Alzheimer's disease, family history of Alzheimer’s disease",GCST90012877,19:1050875
