"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs6511720-<b>G</b>,"8 x 10-22",,0.884,1.14,'-,[1.11-1.17],LDLR,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,19:11091630
rs7412-<b>C</b>,"2 x 10-19",,0.922,1.15,'-,[1.12-1.19],APOE,"Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,19:44908822
rs28451064-<b>A</b>,"3 x 10-23",,0.124,1.14,'-,[1.11-1.17],"AP000317.2, AP000317.1","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,21:34221526
rs180803-<b>G</b>,"7 x 10-10",,0.977,1.18,'-,[1.12-1.24],"POM121L9P, BCRP1","Coronary artery disease (myocardial infarction, percutaneous transluminal coronary angioplasty, coronary artery bypass grafting, angina or chromic ischemic heart disease)","coronary artery disease",GCST004787,22:24262890
rs1412444-<b>T</b>,"4 x 10-8",,0.32,1.1,'-,[1.07-1.14],LIPA,"Coronary heart disease","coronary artery disease",GCST001079,10:89243170
rs365302-<b>C</b>,"8 x 10-7",,0.24,1.11,'-,[1.06-1.15],FNDC1,"Coronary heart disease","coronary artery disease",GCST001079,6:159225301
rs16893526-<b>G</b>,"5 x 10-6",,0.91,1.13,'-,[1.07-1.21],"LINC01526, AL078599.2","Coronary heart disease","coronary artery disease",GCST001079,6:81805598
rs1333049-<b>C</b>,"7 x 10-58",,0.49,1.27,'-,[1.23-1.31],CDKN2B-AS1,"Coronary heart disease","coronary artery disease",GCST001079,9:22125504
rs7865618-<b>A</b>,"2 x 10-27",,0.59,1.18,'-,[1.14-1.21],CDKN2B-AS1,"Coronary heart disease","coronary artery disease",GCST001079,9:22031006
rs765547-<b>?</b>,"2 x 10-44",,NR,'-,'-,'-,"AC100802.1, LPL","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,8:20008763
rs2980853-<b>?</b>,"3 x 10-18",,NR,'-,'-,'-,"AC091114.1, TRIB1","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,8:125466108
rs1333049-<b>?</b>,"9 x 10-8",,NR,'-,'-,'-,CDKN2B-AS1,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,9:22125504
rs760762-<b>?</b>,"7 x 10-7",,NR,'-,'-,'-,PLCG1,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,20:41147406
rs2866611-<b>?</b>,"6 x 10-7",,NR,'-,'-,'-,"ADI1P1, ZHX3","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,20:41322165
rs460976-<b>?</b>,"4 x 10-6",,NR,'-,'-,'-,"TMPRSS2, MX1","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,21:41463567
rs7081476-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,"FAM238C, ANKRD26","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,10:26969741
rs4506565-<b>?</b>,"8 x 10-17",,NR,'-,'-,'-,TCF7L2,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,10:112996282
rs12420422-<b>?</b>,"5 x 10-10",,NR,'-,'-,'-,"AP003040.1, BSX","Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,11:123009573
rs12310617-<b>?</b>,"2 x 10-6",,NR,'-,'-,'-,"AC125807.2, AC125807.1","Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,12:3060327
rs16867253-<b>?</b>,"6 x 10-7",,NR,'-,'-,'-,GRHL1,"Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,2:9956965
rs222826-<b>?</b>,"5 x 10-10",,NR,'-,'-,'-,"AC079248.1, RNU7-2P","Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,2:146120964
rs4905014-<b>?</b>,"5 x 10-16",,NR,'-,'-,'-,ITPK1,"Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,14:92945686
rs7632505-<b>?</b>,"8 x 10-22",,NR,'-,'-,'-,SEMA5B,"Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,3:123019460
rs7190256-<b>?</b>,"5 x 10-10",,NR,'-,'-,'-,ZFHX3,"Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,16:72963084
rs3803802-<b>?</b>,"5 x 10-6",,NR,'-,'-,'-,DNAH2,"Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,17:7718146
rs17140821-<b>?</b>,"5 x 10-7",,NR,'-,'-,'-,"AC003986.1, AC007091.1","Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,7:19177581
rs8082812-<b>?</b>,"6 x 10-64",,NR,'-,'-,'-,"AKR1B1P6, THEMIS3P","Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,18:8522684
rs1333048-<b>?</b>,"1 x 10-6",,NR,'-,'-,'-,CDKN2B-AS1,"Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,9:22125348
rs460976-<b>?</b>,"1 x 10-8",,NR,'-,'-,'-,"TMPRSS2, MX1","Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,21:41463567
rs7081476-<b>?</b>,"2 x 10-8",,NR,'-,'-,'-,"FAM238C, ANKRD26","Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,10:26969741
rs4506565-<b>?</b>,"2 x 10-9",,NR,'-,'-,'-,TCF7L2,"Age-related diseases and mortality","cancer, heart failure, diabetes mellitus, stroke, atrial fibrillation, mortality, coronary artery disease",GCST004044,10:112996282
rs174547-<b>?</b>,"7 x 10-25",,NR,'-,'-,'-,"FADS2, FADS1","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,11:61803311
rs964184-<b>?</b>,"2 x 10-108",,NR,'-,'-,'-,ZPR1,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,11:116778201
rs7115242-<b>?</b>,"1 x 10-9",,NR,'-,'-,'-,SIK3,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,11:117037567
rs12420422-<b>?</b>,"2 x 10-7",,NR,'-,'-,'-,"AP003040.1, BSX","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,11:123009573
rs12310617-<b>?</b>,"2 x 10-7",,NR,'-,'-,'-,"AC125807.2, AC125807.1","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,12:3060327
rs12579302-<b>?</b>,"4 x 10-7",,NR,'-,'-,'-,ATP2B1,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,12:89656726
rs12369179-<b>?</b>,"8 x 10-7",,NR,'-,'-,'-,ZCCHC8,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,12:122479003
rs4905014-<b>?</b>,"9 x 10-15",,NR,'-,'-,'-,ITPK1,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,14:92945686
rs261332-<b>?</b>,"2 x 10-35",,NR,'-,'-,'-,"ALDH1A2, LIPC-AS1, LIPC","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,15:58435126
rs9939609-<b>?</b>,"1 x 10-14",,NR,'-,'-,'-,FTO,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,16:53786615
rs247617-<b>?</b>,"1 x 10-149",,NR,'-,'-,'-,"HERPUD1, CETP","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,16:56956804
rs7190256-<b>?</b>,"3 x 10-11",,NR,'-,'-,'-,ZFHX3,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,16:72963084
rs8082812-<b>?</b>,"5 x 10-67",,NR,'-,'-,'-,"AKR1B1P6, THEMIS3P","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,18:8522684
rs10401969-<b>?</b>,"4 x 10-11",,NR,'-,'-,'-,SUGP1,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,19:19296909
rs4420638-<b>?</b>,"1 x 10-22",,NR,'-,'-,'-,"APOC1P1, APOC1","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,19:44919689
rs4803750-<b>?</b>,"1 x 10-13",,NR,'-,'-,'-,"AC243964.2, BCL3","Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,19:44744370
rs629301-<b>?</b>,"1 x 10-49",,NR,'-,'-,'-,CELSR2,"Age-related diseases, mortality and associated endophenotypes","total cholesterol measurement, hematocrit, stroke, ventricular rate measurement, body mass index, atrial fibrillation, high density lipoprotein cholesterol measurement, coronary artery disease, cancer, diastolic blood pressure, triglyceride measurement, systolic blood pressure, heart failure, diabetes mellitus, glucose measurement, mortality",GCST004045,1:109275684
